geneID M6_C M6_C M6_C M6_F M6_F M6_F
Dgal_TRINITY.DN3514.c0.g1.i1 6 28 10 28 14 22
Dgal_TRINITY.DN3515.c0.g2.i1 24 28 14 12 24 12
Dgal_TRINITY.DN3516.c0.g1.i1 36 46 30 30 42 48
Dgal_TRINITY.DN3517.c0.g1.i1 6 4 2 8 2 6
Dgal_TRINITY.DN3518.c0.g1.i1 22 26 26 28 26 58
Dgal_TRINITY.DN3518.c0.g2.i1 2 0 0 10 2 4
Dgal_TRINITY.DN3519.c0.g1.i1 28 22 36 36 36 36
Dgal_TRINITY.DN351.c0.g1.i1 2 0 0 2 0 2
Dgal_TRINITY.DN3520.c0.g1.i1 4 0 4 2 2 0
Dgal_TRINITY.DN3520.c0.g2.i1 16 4 10 4 10 16
Dgal_TRINITY.DN3521.c0.g1.i1 32 22 18 34 40 36
Dgal_TRINITY.DN3522.c0.g1.i1 16 8 16 24 10 30
Dgal_TRINITY.DN3522.c0.g2.i1 10 18 20 8 10 14
Dgal_TRINITY.DN3523.c0.g1.i1 0 2 2 0 4 2
Dgal_TRINITY.DN3524.c0.g1.i1 396 540 476 428 460 402
Dgal_TRINITY.DN3525.c0.g1.i1 38 24 38 28 16 52
Dgal_TRINITY.DN3526.c0.g1.i1 12 16 16 20 12 10
Dgal_TRINITY.DN3527.c0.g1.i1 26 40 22 32 44 34
Dgal_TRINITY.DN3529.c0.g1.i1 114 126 126 94 126 244
Dgal_TRINITY.DN352.c0.g1.i1 34 26 24 34 34 36
Dgal_TRINITY.DN3530.c0.g1.i1 102 638 728 1452 264 520
Dgal_TRINITY.DN3531.c0.g1.i1 10 14 6 10 14 8
Dgal_TRINITY.DN3532.c0.g1.i1 0 0 0 0 4 0
Dgal_TRINITY.DN3533.c0.g1.i1 44 22 30 18 26 18
Dgal_TRINITY.DN3534.c0.g1.i1 44 56 34 42 52 32
Dgal_TRINITY.DN3535.c0.g1.i1 8 16 12 4 8 14
Dgal_TRINITY.DN3536.c0.g1.i1 2 4 6 20 8 12
Dgal_TRINITY.DN3537.c0.g1.i1 4 6 8 0 2 2
Dgal_TRINITY.DN3538.c0.g1.i1 20 48 28 4 46 42
Dgal_TRINITY.DN3539.c0.g1.i1 28 26 30 44 38 48
Dgal_TRINITY.DN353.c0.g1.i1 2 8 8 26 4 8
Dgal_TRINITY.DN3540.c0.g1.i1 10 12 4 12 6 24
Dgal_TRINITY.DN3541.c0.g1.i1 10 16 6 8 14 4
Dgal_TRINITY.DN3542.c0.g1.i1 8 4 4 6 4 2
Dgal_TRINITY.DN3543.c0.g2.i1 4 0 0 2 8 8
Dgal_TRINITY.DN3544.c0.g1.i1 22 12 18 10 6 8
Dgal_TRINITY.DN3545.c0.g1.i1 216 174 182 190 200 262
Dgal_TRINITY.DN3546.c0.g1.i1 108 120 158 124 106 146
Dgal_TRINITY.DN3547.c0.g1.i1 42 10 24 30 14 34
Dgal_TRINITY.DN3548.c0.g1.i1 98 84 68 66 70 104
Dgal_TRINITY.DN3549.c0.g1.i1 40 62 30 62 18 22
Dgal_TRINITY.DN354.c0.g1.i1 2 0 4 0 4 4
Dgal_TRINITY.DN3550.c0.g1.i1 14 12 10 20 12 12
Dgal_TRINITY.DN3551.c0.g1.i1 24 26 34 34 32 50
Dgal_TRINITY.DN3552.c0.g2.i1 86 72 54 70 56 116
Dgal_TRINITY.DN3553.c0.g1.i1 20 44 56 42 36 32
Dgal_TRINITY.DN3554.c0.g1.i1 784 778 734 788 904 1060
Dgal_TRINITY.DN3555.c0.g1.i1 28 24 4 8 26 38
Dgal_TRINITY.DN3556.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN3556.c1.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN3557.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN3557.c0.g2.i1 2 6 8 12 12 8
Dgal_TRINITY.DN3558.c0.g1.i1 132 902 1220 1210 668 922
Dgal_TRINITY.DN3559.c0.g2.i1 24 8 10 14 12 12
Dgal_TRINITY.DN355.c0.g1.i1 0 0 0 6 0 2
Dgal_TRINITY.DN355.c0.g2.i1 0 0 0 0 0 0
Dgal_TRINITY.DN3560.c0.g2.i1 8 16 14 14 18 26
Dgal_TRINITY.DN3561.c0.g1.i1 2 2 2 2 0 2
Dgal_TRINITY.DN3563.c0.g1.i1 22 4 0 6 4 8
Dgal_TRINITY.DN3564.c0.g1.i1 2 4 4 6 2 12
Dgal_TRINITY.DN3564.c0.g2.i1 16 2 10 0 6 10
Dgal_TRINITY.DN3565.c0.g1.i1 10 6 20 24 8 4
Dgal_TRINITY.DN3566.c0.g1.i1 4 8 12 72 12 14
Dgal_TRINITY.DN3567.c0.g1.i1 8 8 2 4 8 6
Dgal_TRINITY.DN3568.c0.g1.i1 98 114 126 80 98 118
Dgal_TRINITY.DN3569.c0.g1.i1 2 8 0 4 10 2
Dgal_TRINITY.DN356.c0.g1.i1 346 304 366 326 370 464
Dgal_TRINITY.DN3570.c0.g1.i1 16 22 16 22 14 26
Dgal_TRINITY.DN3571.c0.g1.i1 8 0 0 2 0 0
Dgal_TRINITY.DN3571.c0.g2.i1 2 0 0 0 0 0
Dgal_TRINITY.DN3572.c0.g1.i1 4 2 4 4 2 6
Dgal_TRINITY.DN3573.c0.g1.i1 2 0 0 0 2 0
Dgal_TRINITY.DN3574.c0.g1.i1 60 70 58 56 56 72
Dgal_TRINITY.DN3575.c0.g1.i1 6526 7306 6526 6342 7160 8104
Dgal_TRINITY.DN3576.c0.g1.i1 16 16 16 8 16 18
Dgal_TRINITY.DN3577.c0.g1.i1 4 0 0 2 0 2
Dgal_TRINITY.DN3579.c0.g1.i1 2 4 20 8 16 12
Dgal_TRINITY.DN357.c0.g1.i1 2 4 0 4 8 2
Dgal_TRINITY.DN3580.c0.g1.i1 4 2 2 4 4 6
Dgal_TRINITY.DN3581.c0.g1.i1 20 14 28 26 8 30
Dgal_TRINITY.DN3582.c0.g1.i1 8 0 0 0 2 0
Dgal_TRINITY.DN3583.c0.g1.i1 4 0 0 2 6 8
Dgal_TRINITY.DN3585.c0.g1.i1 2 2 0 2 2 0
Dgal_TRINITY.DN3586.c0.g1.i1 10 12 8 6 6 14
Dgal_TRINITY.DN3587.c0.g1.i1 88 64 76 58 74 98
Dgal_TRINITY.DN3588.c0.g1.i1 0 0 0 0 2 0
Dgal_TRINITY.DN3589.c0.g1.i1 8 10 4 10 4 28
Dgal_TRINITY.DN358.c0.g1.i1 34 38 18 36 28 44
Dgal_TRINITY.DN3590.c0.g1.i1 64 72 58 42 48 46
Dgal_TRINITY.DN3591.c0.g1.i1 2 8 8 2 12 4
Dgal_TRINITY.DN3593.c0.g1.i1 12 18 24 14 30 22
Dgal_TRINITY.DN3597.c0.g2.i1 2 0 2 6 2 12
Dgal_TRINITY.DN3597.c1.g1.i1 6 0 4 0 2 2
Dgal_TRINITY.DN3598.c0.g1.i1 1774 2164 2016 1892 1852 2134
Dgal_TRINITY.DN3599.c0.g1.i1 18 6 10 10 16 8
Dgal_TRINITY.DN359.c0.g1.i1 22 24 18 10 28 30
Dgal_TRINITY.DN3600.c0.g2.i1 16 2 2 8 2 8
Dgal_TRINITY.DN3601.c0.g1.i1 0 8 4 0 8 0
Dgal_TRINITY.DN3602.c0.g1.i1 0 4 8 6 6 2
Dgal_TRINITY.DN3603.c0.g1.i1 54 40 68 60 60 74
Dgal_TRINITY.DN3604.c0.g1.i1 222 216 156 200 210 262
Dgal_TRINITY.DN3604.c0.g2.i1 70 64 78 52 68 94
Dgal_TRINITY.DN3605.c0.g1.i1 0 4 10 0 6 10
Dgal_TRINITY.DN3606.c0.g1.i1 4 6 0 6 4 6
Dgal_TRINITY.DN3606.c0.g2.i1 30 30 24 22 44 32
Dgal_TRINITY.DN3607.c0.g1.i1 4714 4886 4890 5142 4990 6066
Dgal_TRINITY.DN3608.c0.g1.i2 14 12 2 6 16 14
Dgal_TRINITY.DN3609.c0.g1.i1 2 0 4 4 8 4
Dgal_TRINITY.DN360.c0.g1.i1 6 4 0 2 2 0
Dgal_TRINITY.DN3610.c0.g1.i1 4 4 8 6 16 4
Dgal_TRINITY.DN3612.c0.g1.i1 20 12 10 12 16 6
Dgal_TRINITY.DN3613.c0.g1.i1 4 2 12 14 4 18
Dgal_TRINITY.DN3614.c0.g1.i1 6 16 14 8 10 12
Dgal_TRINITY.DN3615.c0.g1.i1 8 8 8 14 0 12
Dgal_TRINITY.DN3616.c0.g1.i1 98 100 90 84 82 64
Dgal_TRINITY.DN3617.c0.g1.i1 2008 1922 2148 2190 2010 2414
Dgal_TRINITY.DN3619.c0.g1.i1 0 8 2 8 0 16
Dgal_TRINITY.DN3620.c0.g1.i1 830 752 890 962 790 1106
Dgal_TRINITY.DN3621.c0.g1.i1 4 0 2 6 0 0
Dgal_TRINITY.DN3622.c0.g1.i1 14 10 8 8 8 0
Dgal_TRINITY.DN3623.c0.g1.i1 30 36 30 22 16 28
Dgal_TRINITY.DN3625.c0.g1.i1 16 6 4 8 2 2
Dgal_TRINITY.DN3626.c0.g1.i1 8 12 18 10 16 18
Dgal_TRINITY.DN3627.c0.g1.i1 10 8 14 6 6 10
Dgal_TRINITY.DN3627.c1.g1.i1 8 10 6 6 8 8
Dgal_TRINITY.DN3628.c0.g1.i1 0 8 2 6 12 4
Dgal_TRINITY.DN3629.c0.g1.i1 26 70 56 62 42 54
Dgal_TRINITY.DN362.c0.g1.i1 2 4 0 2 6 8
Dgal_TRINITY.DN362.c0.g2.i1 26 24 18 6 28 22
Dgal_TRINITY.DN3630.c0.g2.i1 4 4 2 4 6 4
Dgal_TRINITY.DN3631.c0.g1.i1 4 4 2 0 2 12
Dgal_TRINITY.DN3632.c0.g1.i1 4 6 8 2 4 4
Dgal_TRINITY.DN3633.c0.g1.i1 2214 2344 2262 2350 2404 2918
Dgal_TRINITY.DN3634.c0.g1.i1 268 342 378 440 360 578
Dgal_TRINITY.DN3635.c0.g2.i1 40 48 54 44 28 78
Dgal_TRINITY.DN3636.c0.g1.i1 6 32 46 24 42 40
Dgal_TRINITY.DN3637.c0.g1.i1 6 6 0 2 0 4
Dgal_TRINITY.DN3638.c0.g1.i1 24 26 30 38 30 38
Dgal_TRINITY.DN3639.c0.g2.i1 2 0 0 4 2 0
Dgal_TRINITY.DN363.c0.g1.i1 7066 7362 7018 7440 7852 8854
Dgal_TRINITY.DN3640.c0.g1.i1 0 12 0 2 4 14
Dgal_TRINITY.DN3641.c0.g1.i1 8 6 6 10 12 18
Dgal_TRINITY.DN3642.c0.g1.i1 12 16 20 12 14 10
Dgal_TRINITY.DN3643.c0.g1.i1 24 10 22 12 18 16
Dgal_TRINITY.DN3644.c0.g1.i1 718 642 678 668 584 754
Dgal_TRINITY.DN3645.c0.g1.i1 378 424 428 408 340 452
Dgal_TRINITY.DN3646.c1.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN3648.c0.g2.i1 0 0 0 4 0 4
Dgal_TRINITY.DN364.c0.g1.i1 4 0 2 4 0 8
Dgal_TRINITY.DN3650.c0.g1.i1 2 8 6 4 8 2
Dgal_TRINITY.DN3651.c0.g1.i1 184 98 144 114 152 164
Dgal_TRINITY.DN3652.c0.g1.i1 616 972 762 656 614 642
Dgal_TRINITY.DN3655.c0.g1.i1 42 38 36 36 38 48
Dgal_TRINITY.DN3656.c0.g1.i1 20 14 10 18 20 12
Dgal_TRINITY.DN3658.c0.g1.i1 40 36 110 14 20 12
Dgal_TRINITY.DN3659.c0.g1.i1 46 16 16 22 26 20
Dgal_TRINITY.DN3661.c0.g1.i1 4 0 2 2 4 0
Dgal_TRINITY.DN3661.c0.g2.i1 0 0 0 2 0 0
Dgal_TRINITY.DN3662.c0.g1.i1 20 14 32 22 26 26
Dgal_TRINITY.DN3663.c0.g1.i1 128 34 396 36 112 406
Dgal_TRINITY.DN3664.c0.g1.i1 10 4 6 2 12 18
Dgal_TRINITY.DN3665.c0.g1.i1 14 26 10 26 30 28
Dgal_TRINITY.DN3666.c0.g1.i1 90 96 68 104 114 128
Dgal_TRINITY.DN3667.c0.g1.i1 4 4 0 2 4 0
Dgal_TRINITY.DN3668.c0.g1.i1 56 76 80 94 84 72
Dgal_TRINITY.DN3669.c0.g2.i1 4 8 2 2 2 4
Dgal_TRINITY.DN366.c0.g1.i1 194 180 220 188 182 204
Dgal_TRINITY.DN3670.c0.g1.i1 38 50 42 38 40 36
Dgal_TRINITY.DN3671.c0.g1.i1 52 88 64 104 62 134
Dgal_TRINITY.DN3672.c0.g1.i1 0 14 12 8 4 8
Dgal_TRINITY.DN3673.c0.g1.i1 46 42 52 98 26 40
Dgal_TRINITY.DN3675.c0.g1.i1 24 18 18 12 22 14
Dgal_TRINITY.DN3676.c0.g1.i1 26 12 22 18 24 26
Dgal_TRINITY.DN3677.c0.g1.i1 28 22 40 30 28 40
Dgal_TRINITY.DN3678.c0.g1.i1 142 126 108 178 188 232
Dgal_TRINITY.DN3679.c0.g1.i1 42 30 18 8 18 36
Dgal_TRINITY.DN3680.c0.g1.i1 14 12 8 8 4 8
Dgal_TRINITY.DN3681.c0.g1.i1 0 0 2 0 0 0
Dgal_TRINITY.DN3682.c0.g1.i1 0 2 0 2 0 2
Dgal_TRINITY.DN3683.c0.g1.i1 366 12 116 14 12 26
Dgal_TRINITY.DN3684.c0.g1.i1 6 2 0 0 2 4
Dgal_TRINITY.DN3685.c0.g1.i1 8 4 12 10 6 12
Dgal_TRINITY.DN3686.c0.g1.i1 1680 1518 1532 1564 1876 2078
Dgal_TRINITY.DN3688.c0.g1.i1 46 72 44 46 42 32
Dgal_TRINITY.DN3689.c0.g1.i1 36 18 42 26 22 20
Dgal_TRINITY.DN368.c0.g1.i1 2916 2564 3106 3438 3508 3948
Dgal_TRINITY.DN3690.c0.g1.i1 14 30 22 28 16 6
Dgal_TRINITY.DN3692.c0.g1.i1 6 22 20 28 16 12
Dgal_TRINITY.DN3693.c0.g1.i1 70 112 102 100 88 102
Dgal_TRINITY.DN3694.c0.g1.i1 4 6 2 14 6 2
Dgal_TRINITY.DN3696.c0.g2.i1 18 14 10 4 12 22
Dgal_TRINITY.DN3696.c0.g3.i1 14 14 10 14 24 14
Dgal_TRINITY.DN3697.c0.g1.i1 2 8 0 2 30 8
Dgal_TRINITY.DN3698.c0.g1.i1 2 6 10 2 4 8
Dgal_TRINITY.DN3699.c0.g1.i1 10 18 20 24 6 4
Dgal_TRINITY.DN369.c0.g1.i1 2 6 6 0 4 16
Dgal_TRINITY.DN369.c0.g2.i1 0 6 4 2 4 12
Dgal_TRINITY.DN36.c0.g1.i1 24 36 22 42 30 20
Dgal_TRINITY.DN36.c1.g1.i1 6 0 0 4 2 2
Dgal_TRINITY.DN3701.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN3701.c0.g2.i1 0 0 2 2 2 0
Dgal_TRINITY.DN3703.c0.g1.i1 6 14 20 10 2 8
Dgal_TRINITY.DN3704.c0.g1.i1 22 20 12 4 8 16
Dgal_TRINITY.DN3705.c0.g1.i1 0 0 0 0 0 2
Dgal_TRINITY.DN3706.c0.g1.i1 12 16 10 16 20 20
Dgal_TRINITY.DN3707.c0.g2.i1 0 0 0 0 0 0
Dgal_TRINITY.DN3708.c0.g1.i1 16 14 2 8 10 8
Dgal_TRINITY.DN3709.c0.g1.i1 418 396 594 546 460 536
Dgal_TRINITY.DN370.c0.g1.i1 10 4 12 12 16 10
Dgal_TRINITY.DN3711.c0.g1.i1 16 4 16 18 10 18
Dgal_TRINITY.DN3712.c0.g2.i1 12 6 24 14 14 14
Dgal_TRINITY.DN3713.c0.g1.i1 4 6 4 0 8 10
Dgal_TRINITY.DN3714.c0.g1.i1 2 0 0 0 0 0
Dgal_TRINITY.DN3715.c0.g1.i1 118 142 122 116 120 166
Dgal_TRINITY.DN3717.c0.g1.i1 2 4 2 2 0 4
Dgal_TRINITY.DN3718.c0.g2.i1 0 10 20 20 16 2
Dgal_TRINITY.DN3719.c0.g1.i1 4 10 10 2 10 10
Dgal_TRINITY.DN3719.c1.g1.i1 2 4 4 8 4 8
Dgal_TRINITY.DN3720.c0.g1.i1 8 2 0 0 2 0
Dgal_TRINITY.DN3721.c0.g1.i1 332 330 342 272 384 550
Dgal_TRINITY.DN3722.c0.g1.i1 16 14 28 16 38 16
Dgal_TRINITY.DN3723.c0.g1.i1 0 2 0 0 4 4
Dgal_TRINITY.DN3725.c0.g1.i1 18 24 20 34 38 38
Dgal_TRINITY.DN3726.c0.g1.i1 18 22 16 16 30 24
Dgal_TRINITY.DN3727.c0.g1.i1 16 26 18 16 14 16
Dgal_TRINITY.DN3728.c0.g1.i1 6 2 2 10 6 4
Dgal_TRINITY.DN372.c0.g1.i1 78 78 94 122 80 72
Dgal_TRINITY.DN3730.c0.g1.i1 0 0 0 2 8 6
Dgal_TRINITY.DN3732.c0.g1.i1 0 8 0 6 2 0
Dgal_TRINITY.DN3733.c0.g1.i1 356 310 368 358 314 428
Dgal_TRINITY.DN3734.c0.g1.i1 14 18 20 14 28 50
Dgal_TRINITY.DN3735.c0.g1.i1 2 6 0 4 4 0
Dgal_TRINITY.DN3736.c0.g1.i1 12 4 2 16 12 18
Dgal_TRINITY.DN3737.c0.g1.i1 0 0 0 58 0 4
Dgal_TRINITY.DN3738.c0.g1.i1 16 10 20 32 20 8
Dgal_TRINITY.DN3739.c0.g2.i1 2 12 6 0 4 2
Dgal_TRINITY.DN373.c0.g1.i1 36 46 26 52 42 48
Dgal_TRINITY.DN3740.c0.g1.i1 2 2 6 0 0 4
Dgal_TRINITY.DN3741.c0.g2.i1 4 8 6 10 4 8
Dgal_TRINITY.DN3742.c0.g1.i1 18 22 30 22 34 20
Dgal_TRINITY.DN3743.c0.g1.i1 0 0 2 18 4 0
Dgal_TRINITY.DN3745.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN3746.c0.g2.i1 5736 5610 5760 5740 5736 7572
Dgal_TRINITY.DN3747.c0.g1.i1 6 2 4 0 4 2
Dgal_TRINITY.DN3747.c0.g2.i1 4 0 2 4 2 2
Dgal_TRINITY.DN3748.c0.g1.i1 0 0 0 0 4 0
Dgal_TRINITY.DN3749.c0.g1.i1 46 70 52 76 102 78
Dgal_TRINITY.DN374.c0.g2.i1 0 0 0 0 0 0
Dgal_TRINITY.DN3750.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN3752.c0.g1.i1 0 6 2 4 0 4
Dgal_TRINITY.DN3753.c0.g1.i1 30 50 52 48 70 46
Dgal_TRINITY.DN3756.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN3756.c0.g2.i1 0 0 0 0 0 0
Dgal_TRINITY.DN3757.c0.g1.i1 26 26 16 22 28 28
Dgal_TRINITY.DN3759.c0.g1.i1 66 70 52 70 70 74
Dgal_TRINITY.DN375.c0.g1.i1 18 12 16 8 8 16
Dgal_TRINITY.DN3760.c0.g1.i1 726 708 692 602 634 854
Dgal_TRINITY.DN3761.c0.g1.i1 28 34 40 32 44 46
Dgal_TRINITY.DN3762.c0.g1.i1 10 14 4 4 6 18
Dgal_TRINITY.DN3763.c0.g1.i1 10 12 4 2 20 8
Dgal_TRINITY.DN3764.c0.g1.i1 0 2 0 14 0 0
Dgal_TRINITY.DN3765.c0.g1.i1 0 0 6 0 2 2
Dgal_TRINITY.DN3766.c0.g1.i1 6 0 4 2 0 0
Dgal_TRINITY.DN3766.c0.g2.i1 4 0 0 2 6 4
Dgal_TRINITY.DN3767.c0.g2.i1 2 0 2 4 0 0
Dgal_TRINITY.DN3769.c0.g1.i1 278 460 356 278 302 320
Dgal_TRINITY.DN376.c0.g1.i1 52 48 30 30 28 48
Dgal_TRINITY.DN3770.c0.g1.i1 24 18 10 12 18 16
Dgal_TRINITY.DN3770.c0.g2.i1 10 6 28 18 20 16
Dgal_TRINITY.DN3771.c0.g2.i1 5636 6138 5894 6002 6312 7398
Dgal_TRINITY.DN3772.c0.g1.i1 114 76 90 118 120 172
Dgal_TRINITY.DN3773.c0.g1.i1 8 18 6 8 2 4
Dgal_TRINITY.DN3774.c0.g2.i1 10 18 12 32 6 28
Dgal_TRINITY.DN3775.c0.g2.i1 8 4 6 8 4 24
Dgal_TRINITY.DN3776.c0.g1.i1 2 4 2 0 6 0
Dgal_TRINITY.DN3777.c0.g1.i1 332 1292 1776 12390 936 1658
Dgal_TRINITY.DN3778.c0.g1.i1 6 16 12 10 10 12
Dgal_TRINITY.DN3779.c0.g1.i1 0 0 0 6 4 0
Dgal_TRINITY.DN3780.c0.g1.i1 8 2 8 6 10 8
Dgal_TRINITY.DN3781.c0.g1.i1 6 0 0 0 2 0
Dgal_TRINITY.DN3782.c0.g2.i1 6 4 0 10 2 2
Dgal_TRINITY.DN3783.c0.g1.i1 40 40 44 56 50 60
Dgal_TRINITY.DN3783.c0.g2.i1 12 10 20 8 2 14
Dgal_TRINITY.DN3784.c0.g1.i1 62 58 74 52 58 62
Dgal_TRINITY.DN3785.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN3786.c0.g1.i1 14 8 10 2 16 16
Dgal_TRINITY.DN3787.c0.g1.i1 12 4 4 0 2 12
Dgal_TRINITY.DN3788.c0.g1.i1 250 360 302 302 224 308
Dgal_TRINITY.DN3789.c0.g1.i1 8 4 6 14 10 6
Dgal_TRINITY.DN378.c0.g1.i1 12 6 10 16 30 22
Dgal_TRINITY.DN3790.c0.g1.i1 2 6 0 2 2 6
Dgal_TRINITY.DN3791.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN3791.c0.g2.i1 0 0 0 0 0 0
Dgal_TRINITY.DN3792.c0.g1.i1 16 28 8 28 12 22
Dgal_TRINITY.DN3793.c0.g1.i1 28 16 28 16 28 22
Dgal_TRINITY.DN3794.c0.g1.i1 2 6 4 14 4 6
Dgal_TRINITY.DN3796.c0.g1.i2 6 10 4 16 8 14
Dgal_TRINITY.DN3796.c0.g1.i3 8 2 2 4 0 2
Dgal_TRINITY.DN3797.c0.g1.i1 18 10 22 16 20 40
Dgal_TRINITY.DN3799.c0.g2.i1 8620 8878 8450 8532 9010 10360
Dgal_TRINITY.DN379.c0.g1.i1 1494 7138 7616 4924 4452 5078
Dgal_TRINITY.DN37.c0.g1.i1 2 0 4 6 4 0
Dgal_TRINITY.DN3800.c0.g1.i1 276 264 332 280 310 362
Dgal_TRINITY.DN3801.c0.g1.i1 4 0 4 0 8 4
Dgal_TRINITY.DN3802.c0.g1.i1 12 30 6 12 20 6
Dgal_TRINITY.DN3803.c0.g1.i1 14 0 8 12 18 12
Dgal_TRINITY.DN3804.c0.g1.i1 22 34 54 34 34 42
Dgal_TRINITY.DN3805.c0.g1.i1 2 2 0 4 2 0
Dgal_TRINITY.DN3806.c0.g1.i1 186 180 250 218 220 188
Dgal_TRINITY.DN3807.c0.g1.i1 58 94 38 58 40 64
Dgal_TRINITY.DN3808.c0.g1.i1 264 322 342 306 304 280
Dgal_TRINITY.DN3809.c0.g1.i1 2 0 2 4 6 0
Dgal_TRINITY.DN380.c0.g2.i1 10 8 10 8 2 8
Dgal_TRINITY.DN3810.c0.g1.i1 4 2 0 2 8 0
Dgal_TRINITY.DN3812.c0.g1.i1 0 4 2 2 0 0
Dgal_TRINITY.DN3813.c0.g1.i1 12 6 8 10 8 6
Dgal_TRINITY.DN3814.c0.g1.i1 4 0 2 4 2 0
Dgal_TRINITY.DN3815.c0.g1.i1 76 90 70 74 64 118
Dgal_TRINITY.DN3816.c0.g1.i1 28 8 4 14 18 10
Dgal_TRINITY.DN3817.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN3818.c0.g1.i1 4 2 8 6 2 6
Dgal_TRINITY.DN3818.c0.g2.i1 0 2 0 0 0 0
Dgal_TRINITY.DN3819.c0.g1.i1 6 0 6 8 16 6
Dgal_TRINITY.DN381.c0.g2.i1 44 32 36 40 50 74
Dgal_TRINITY.DN3820.c0.g1.i1 0 0 0 0 4 0
Dgal_TRINITY.DN3820.c0.g2.i1 12 12 18 20 22 16
Dgal_TRINITY.DN3821.c0.g1.i1 6 8 10 10 2 4
Dgal_TRINITY.DN3822.c0.g1.i1 6 8 0 8 6 2
Dgal_TRINITY.DN3823.c0.g1.i1 42 48 38 44 40 48
Dgal_TRINITY.DN3824.c0.g2.i1 2408 2370 2430 2588 2706 3070
Dgal_TRINITY.DN3825.c0.g1.i1 2 0 0 0 2 2
Dgal_TRINITY.DN3826.c0.g1.i1 2 16 8 8 12 16
Dgal_TRINITY.DN3827.c0.g1.i1 20 22 24 18 26 28
Dgal_TRINITY.DN3827.c0.g1.i3 4 8 22 10 14 18
Dgal_TRINITY.DN3828.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN3829.c0.g1.i1 24 38 38 50 42 68
Dgal_TRINITY.DN382.c0.g1.i1 60 70 58 88 58 76
Dgal_TRINITY.DN3830.c0.g1.i1 2932 2860 2476 2504 3050 4326
Dgal_TRINITY.DN3831.c0.g1.i1 16 12 2 6 12 4
Dgal_TRINITY.DN3832.c0.g1.i1 0 4 4 4 0 0
Dgal_TRINITY.DN3833.c0.g1.i1 10 2 2 6 2 6
Dgal_TRINITY.DN3834.c0.g1.i1 108 114 102 58 88 100
Dgal_TRINITY.DN3835.c0.g1.i1 8 2 4 2 2 10
Dgal_TRINITY.DN3837.c0.g1.i1 2478 2218 2262 2462 2574 3070
Dgal_TRINITY.DN3838.c0.g1.i1 0 2 2 0 0 2
Dgal_TRINITY.DN383.c0.g1.i1 0 2 0 0 0 2
Dgal_TRINITY.DN3840.c0.g1.i1 136 146 154 178 128 254
Dgal_TRINITY.DN3841.c0.g1.i1 2800 2796 2948 3216 3366 3718
Dgal_TRINITY.DN3843.c0.g1.i1 2 16 6 4 16 14
Dgal_TRINITY.DN3844.c0.g1.i1 6 10 4 10 12 12
Dgal_TRINITY.DN3846.c0.g1.i1 0 0 0 0 0 2
Dgal_TRINITY.DN3847.c0.g1.i1 14 14 20 14 12 6
Dgal_TRINITY.DN3848.c0.g1.i1 0 0 2 4 2 2
Dgal_TRINITY.DN3849.c0.g1.i1 2 14 12 6 18 6
Dgal_TRINITY.DN384.c0.g1.i1 8 10 20 6 12 14
Dgal_TRINITY.DN3850.c0.g1.i1 6 4 18 0 12 6
Dgal_TRINITY.DN3851.c0.g1.i1 58 46 40 10 38 42
Dgal_TRINITY.DN3853.c0.g1.i1 4 2 2 2 6 6
Dgal_TRINITY.DN3854.c0.g1.i1 28 16 32 42 36 34
Dgal_TRINITY.DN3855.c0.g1.i1 22 44 22 62 20 52
Dgal_TRINITY.DN3856.c0.g1.i1 4 2 8 6 6 2
Dgal_TRINITY.DN3857.c0.g2.i1 34 44 26 36 34 34
Dgal_TRINITY.DN3858.c0.g1.i1 1544 1714 1652 1554 1722 2078
Dgal_TRINITY.DN3859.c0.g1.i1 16 6 10 8 20 20
Dgal_TRINITY.DN385.c0.g1.i1 2 14 2 14 14 20
Dgal_TRINITY.DN385.c1.g1.i1 2 20 10 22 20 8
Dgal_TRINITY.DN3860.c0.g1.i1 6 16 4 6 16 14
Dgal_TRINITY.DN3861.c0.g1.i1 12 4 12 16 8 10
Dgal_TRINITY.DN3861.c0.g2.i1 0 0 0 0 0 0
Dgal_TRINITY.DN3862.c0.g1.i1 16 2 4 4 12 2
Dgal_TRINITY.DN3863.c0.g1.i1 418 418 404 402 408 502
Dgal_TRINITY.DN3864.c0.g1.i1 0 2 6 2 12 0
Dgal_TRINITY.DN3865.c0.g1.i1 6 2 0 6 2 4
Dgal_TRINITY.DN3866.c0.g1.i1 4 2 6 2 6 4
Dgal_TRINITY.DN3867.c0.g2.i1 2 2 0 2 2 6
